subj	rel	obj
protect body	structural-verb	protect
shorten	result	short
electrical current	synonym	electrical energy
cheshire	instance of	county
canyon	kind of	place
high pulse	structural-adjective	high
identify inheritance	structural-verb	identify
image	synonym	visual depiction
wind exposure	structural-noun-compound	wind
blue light	structural-adjective	blue
top soil layer	structural-adjective	top
tall	synonym	great height
particle vibrate	structural-agent	particle
deep sea animal	structural-noun-compound	deep
spread seed	agent	bird
soda can	structural-noun-compound	can
meadow voles	structural-noun	voles
temperature drop	synonym	cooling
consumer eat organism	has negative impact on	organism
chemical compound	structural-noun	compound
natural ecosystem	structural-noun	ecosystem
eat	agent	squirrel
dissolve	agent	sugar
airplane	kind of	vehicle
population size	structural-noun-compound	size
soda can	structural-noun-compound	soda
gaseous	kind of	phase
young butterfly	structural-noun	butterfly
great height	structural-adjective	great
prevent occurrence	synonym	decrease occurrence
can float	synonym	buoyant
movement	kind of	change
new south wales	structural-noun-compound	wales
campeche	instance of	state
eat	patient	organism
poison environment	structural-verb	poison
protect	patient	cell
north star	structural-noun-compound	star
horse weight	instance of	weight
rock layer	structural-noun-compound	layer
power	instrument	source
old rock	structural-noun	rock
big	kind of	size
bobcat	kind of	predator
northumberland	instance of	county
oxygenate blood	structural-verb	oxygenate
block sunlight	instrument	large canopy
chicken	kind of	bird
lava cool	structural-agent	lava
drive	kind of	skill
use energy	instrument	respire
water	kind of	matter
increase	patient	number
light	has negative impact on	shadow
no speed	structural-noun	speed
nonliving thing	structural-adjective	nonliving
take object	has negative impact on	group
temperature change	result	phase change
big size	has positive impact on	extensive property
be on	result	touch
hunt	patient	animal
land feature	structural-noun-compound	feature
produce light	structural-verb	produce
electric device turn on	structural-verb	turn on
tibet autonomous region	structural-noun-compound	tibet
support	patient	plant
copy	result	similar
radio	kind of	tool
peat become coal	structural-verb	become
fish	kind of	meat
increase water	result	less land
warm temperature	structural-adjective	warm
summer	kind of	season
alligator eat turtle	structural-verb	eat
catch prey	structural-patient	prey
increase	patient	value
new york state	structural-noun-compound	york
vegetable	kind of	plant
breathe oxygen	structural-patient	oxygen
river deposit	structural-noun-compound	deposit
dunbartonshire	instance of	county
good health	structural-noun	health
delaware	structural-noun-compound	delaware
fold	result	change shape
solid matter	structural-noun	matter
gravitational pull	structural-noun	pull
alberta	structural-noun-compound	alberta
walk	instrument	foot
complete metamorphosis	antonym	incomplete metamorphosis
lose	patient	soil
protect	synonym	defend
understand	patient	instruction
coast	synonym	shore
observe	result	scientific evidence
break apart	synonym	break down
oxygenated blood	structural-adjective	oxygenated
water cycle	kind of	physical cycle
white object	structural-adjective	white
change colour	structural-verb	change
sleep	instrument	little energy
drop	goal	location
cut down tree	result	tree number decrease
lighter	synonym	lower weight
air pressure	structural-noun-compound	pressure
reuse object	structural-patient	object
play instrument	result	sound
newfoundland and labrador	structural-noun-compound	newfoundland
nacl	synonym	sodium chloride
duration	instance of	time
meadow vole eat plant	has negative impact on	plant
solar panel	structural-noun-compound	panel
strum string	result	string vibrate
metamorphose	instrument	extreme pressure
strum guitar	kind of	play musical instrument
campfire	kind of	fire
night sky star	kind of	star
sink	goal	down
north carolina	instance of	state
wire heat up	structural-agent	wire
inhale	patient	air
hot	synonym	high heat energy
larger	synonym	more size
natural selection	structural-noun-compound	natural
thick feather	structural-noun	feather
break down sugar	structural-patient	sugar
longest	synonym	greatest length
brain control	structural-verb	control
decrease	patient	heat
big flower	has positive impact on	pollinator
nairnshire	instance of	county
bone cells	structural-noun	bone
measure	patient	earthquake strength
shape	kind of	inherited characteristic
touch hot object	structural-verb	touch
photosynthesize	instrument	water
predict storm	structural-patient	storm
refract light	structural-verb	refract
complete	patient	rotation
deflect	patient	air
measure hardness	patient	material
punnett square	structural-noun-compound	square
build tool	structural-patient	tool
oxygenate	patient	blood
living entity	structural-noun	entity
transfer	patient	thermal energy
poisonous animal	structural-adjective	poisonous
change	patient	animal habitat
potential energy	kind of	measure
heat change matter state	structural-verb	change
rain	kind of	water
boy	kind of	male human
telephone	kind of	tool
reduce source	structural-verb	reduce
bake	kind of	cook
less precipitation	structural-noun	precipitation
cornwall	structural-noun-compound	cornwall
plant	kind of	food
larger	synonym	greater size
coloration	synonym	color
niue (new zealand)	structural-noun-compound	new
dormant plant	structural-adjective	dormant
slow environmental change	structural-noun	change
little gas	structural-quantifier	little
star	agent	see
macau special administrative region	instance of	special administrative region
greater temperature	structural-noun	temperature
drink milk	structural-patient	milk
first quarter	structural-adjective	first
positive impact	synonym	helpful effect
transport seed	structural-verb	transport
arctic animal	structural-noun	animal
control animal	structural-verb	control
same charge	structural-adjective	same
down	kind of	direction
salmon lay egg	structural-agent	salmon
escape	synonym	avoid
cool	agent	object
heat	beneficiary	building
moisture	synonym	liquid
sight	synonym	see
rock contact	structural-verb	contact
ivory coast	structural-noun-compound	coast
aquatic plant	structural-noun-compound	aquatic
raccoon eat trash	structural-agent	raccoon
increase	patient	resource
trash	synonym	waste
take trip	instrument	vehicle
produce food	structural-verb	produce
lose resource	has negative impact on	local organisms
desert	kind of	environment
internal organs	structural-adjective	internal
24 hour	structural-noun	hour
grow	agent	plant
entire community	structural-adjective	entire
lightning	kind of	electricity
cell membrane	structural-noun-compound	membrane
predator eat prey	has positive impact on	predator
prehistoric living thing	structural-adjective	prehistoric
different plant	structural-adjective	different
instinctive characteristic	structural-adjective	instinctive
length	kind of	distance
new moon	structural-noun	moon
iron	kind of	mineral
hawk	kind of	bird
electrical discharge	structural-noun	discharge
tire move	structural-agent	tire
near	antonym	far
eat	agent	hummingbird
complete	instrument	help
rock fold	structural-agent	rock
remove nutrient	structural-patient	nutrient
sedimentary rock	structural-noun	rock
similar object	structural-adjective	similar
natural environment	structural-noun	environment
baby develop	structural-agent	baby
solomon islands	structural-noun-compound	solomon
light split	result	different colors
eat insect	agent	salamander
physical fitness	structural-noun-compound	physical
people's republic of china	structural-noun-compound	of
edible plant	structural-noun	plant
magnet	kind of	object
stay still	structural-verb	stay
atlantic ocean	structural-noun-compound	atlantic
expel air	structural-patient	air
resource	has positive impact on	population
many crater	structural-quantifier	many
characteristic	synonym	part
south georgia and the south sandwich islands (uk)	structural-noun-compound	sandwich
harm	patient	organism
transport	patient	energy
beneficial	synonym	helpful
toast	kind of	cook
western hemisphere	kind of	hemisphere
break body part	synonym	break bone
heat	kind of	radiation
miles per gallon	structural-noun-compound	mile
become	patient	coal
carbonic acid dissolve limestone	result	cavern
measure earthquake	instrument	seismograph
protect nature	has positive impact on	environment
temperature rise	structural-agent	temperature
heat	kind of	energy
carbonic acid	structural-noun-compound	acid
disturb animal	result	animal move
eat insect	agent	frog
candle burn	structural-verb	burn
harm environment	structural-patient	environment
below water	structural-adjective	below
produce food	agent	producer
bad weather	structural-adjective	bad
compete	agent	vehicle
specialized	antonym	unspecialized
earlobe	kind of	body part
organism repair	structural-verb	repair
melting point	kind of	temperature
curling stem	structural-noun-compound	curling
far	antonym	close
freeze	result	expand
eat plant	structural-patient	plant
recycle	synonym	return
heat transfer	result	source cool down
texas	instance of	state
find food	structural-patient	food
soil nutrient decrease	structural-agent	soil nutrient
