subj	rel	obj
independent variable	structural-adjective	independent
camper	kind of	human
object	has property	strong
living thing	structural-noun	thing
ocean shell	synonym	seashell
new jersey	structural-noun-compound	new
tree reproduce	structural-verb	reproduce
ripping	derivational morphology	rip
middlesex	at location	england
dessert	has subcomponent	few nutrient
repair cell	structural-verb	repair
become hot	structural-adjective	hot
hail	kind of	precipitation
dunbartonshire	synonym	dumbartonshire
live	derivational morphology	life
bouvet island (norway)	structural-noun-compound	norway
refract	derivational morphology	refraction
destroy pathogen	structural-patient	pathogen
same sunlight	structural-adjective	same
get warm	structural-verb	get
rely on	synonym	require
egg survive	instrument	warmth
lungs	derivational morphology	lungs
make	result	effect
hill	has property	rounded
rock cycle	has subcomponent	coal
lens	has subcomponent	glass
sediment deposit	result	delta
daylight amount	structural-noun-compound	amount
recycle	derivational morphology	recyclable
cocos (keeling) islands (australia)	structural-noun-compound	islands
fish	at location	water
earth change	structural-agent	earth
denbighshire	at location	wales
central nervous system	has subcomponent	spinal cord
eat	patient	acorn
solar year	structural-noun-compound	year
eat	patient	seed
greatest length	structural-noun	length
rabbit	kind of	herbivore
substance	has property	boiling point
continental shelf	structural-adjective	continental
rock fold	result	appalachians
extensive properties	structural-noun	properties
lightbulb	causes	light
black	kind of	color
down	kind of	small feather
low visibility	structural-noun	visibility
purple	kind of	color
chemical change	structural-noun	change
take in oxygen	structural-patient	oxygen
phase change	result	same mass
blow	agent	wind
prevent injury	structural-patient	injury
help	synonym	aid
warm climate	structural-adjective	warm
tiny	instance of	size
food	at location	environment
getting	derivational morphology	get
low air pressure	causes	rain
runoff	has subcomponent	pollutant
valid conclusion	structural-noun	conclusion
sunset	has property	late
increase temperature	structural-patient	temperature
baking soda react	structural-agent	baking soda
eat poison	structural-verb	eat
behavior	kind of	characteristic
air	kind of	matter
garden	at location	outside
cut	patient	material
argyllshire	at location	scotland
measure weight	structural-verb	measure
bad tool	structural-adjective	bad
year	has property	every
stay warm	structural-verb	stay
read	patient	measurement
year	has subcomponent	equinox
surface feature	structural-noun-compound	surface
building	has subcomponent	thermostat
turn on	kind of	process
days	kind of	time
good road	has subcomponent	smooth surface
learn	at location	school
minnesota	structural-noun-compound	minnesota
sit	result	heat
scientific evidence	structural-noun-compound	evidence
mouse	kind of	mammal
increase	similar to	extend
above value	structural-adjective	above
same latitude	structural-noun	latitude
replace natural resource	structural-verb	replace
useful object	structural-noun	object
leaf tilt	goal	sunlight
southern winter	structural-noun	winter
create simple circuit	structural-verb	create
produce	kind of	function
sharpen	result	change shape
seed sprout	at location	soil
different time	has subcomponent	different season
live	instrument	energy
diverse food	structural-adjective	diverse
remote-control toy	structural-noun	toy
smallest length	structural-adjective	smallest
be available	patient	long
material	has subcomponent	property
invent	patient	refrigerator
contents color	structural-noun-compound	contents
nuclear energy	structural-noun-compound	energy
dry	result	less liquid
condition	kind of	acquired characteristic
space	kind of	resource
near	synonym	close
transmit	agent	vehicle
byproduct	kind of	waste
avoid fossil fuel	structural-patient	fossil fuel
ride vehicle	structural-verb	ride
grow	derivational morphology	growing
vehicle	kind of	object
carbon	causes	greenhouse effect
mouse give birth	structural-agent	mouse
prevent illness	structural-patient	illness
drive vehicle	structural-verb	drive
car passenger	structural-noun-compound	car
chemical energy	structural-noun	energy
electricity	at location	electrical conductor
mass	causes	weight
get cold	structural-verb	get
plant become oil	at location	sea bottom
road surface	structural-noun-compound	surface
prevailing westerlies	kind of	wind
southern hemisphere	structural-noun	hemisphere
emit light	structural-verb	emit
point north	structural-patient	north
living thing	structural-adjective	living
pure substance	structural-noun	substance
move	agent	wind
weather report	structural-noun-compound	weather
field	has property	open
send electricity	structural-verb	send
continental shelf	structural-noun	shelf
gaseous matter	structural-noun	matter
cool body	instrument	sweat
day	has property	every
high strength	structural-noun	strength
tadpole	at location	water
collapse	agent	building
exchange	agent	gas
amoeba	kind of	single-celled organism
hawaii	structural-noun-compound	hawaii
solar system	structural-noun-compound	system
transport sand	structural-verb	transport
hemisphere	has property	eastern
control	patient	body
trashcan	has subcomponent	trash
crater	kind of	land feature
thickness	derivational morphology	thick
fire	at location	surface
cause	result	increase
revolve	at location	sun
decrease animal population	structural-verb	decrease
multi-cell organism	structural-noun-compound	multi-cell
avoid predator	result	protect
metamorphose	result	metamorphic rock
bring substance	kind of	function
downward	kind of	direction
catching	derivational morphology	catch
annual	synonym	yearly
ferrous metal	structural-adjective	ferrous
clay	has property	nonmagnetic
skeletal system	has subcomponent	bone
show datum	structural-verb	show
skin	has property	color
use crop	structural-verb	use
sint eustatius (netherlands)	structural-noun-compound	sint
mouse birth	result	live young
swimming	derivational morphology	swim
manmade	antonym	natural
wallis and futuna (france)	structural-noun-compound	wallis
thick tail	structural-noun	tail
centimeter	has property	short
natural material	structural-noun	material
bird	has subcomponent	lung
octopus	kind of	animal
protect	beneficiary	internal organ
least value	structural-noun	value
open container	structural-patient	container
once per	structural-noun-compound	per
aquatic	synonym	water
aquatic animal move	structural-verb	move
reaction	has property	bad
observe	patient	sky
population decrease	structural-agent	population
property	has property	visual
identify boiling point	structural-verb	identify
carbon cycle	has subcomponent	decomposition
frosting	kind of	material
heard island and mcdonald islands (australia)	structural-noun-compound	australia
conserve water	kind of	characteristic
lebanon	at location	northern hemisphere
salt and pepper	has subcomponent	salt
m o v	structural-adjective	m
transport sand	instrument	wind
ivy plant	kind of	plant
more size	structural-adjective	more
seychelles	at location	southern hemisphere
cool	instance of	temperature
last long	structural-patient	long
point north	agent	compass
animal eat	structural-agent	animal
pitcairn islands (united kingdom)	structural-noun-compound	pitcairn
lightning	causes	forest fire
big	antonym	small
weather	causes	shelter
ultraviolet light	structural-noun-compound	ultraviolet
burn	instrument	heat energy
magnifying lens	structural-noun-compound	magnifying
chemical weathering	structural-noun-compound	chemical
animal	has subcomponent	foot
gansu	instance of	province
1 day	structural-noun	day
send electricity	result	electricity flow
plant	has property	real
adult tree	structural-adjective	adult
sunlight	has subcomponent	light energy
car	has property	electric
few prey	structural-noun	prey
tie back hair	at location	laboratory
food variety	structural-noun-compound	food
toaster	causes	heat energy
hit drum	structural-patient	drum
egg develop	structural-agent	egg
shelter	derivational morphology	shelter
body part	has property	shape
low distance	structural-noun	distance
electric car	has subcomponent	electricity
predict weather	structural-verb	predict
saint pierre and miquelon (france)	structural-noun-compound	france
animal find shelter	structural-verb	find
moon type	structural-noun-compound	type
aruba	at location	northern hemisphere
communicate	instrument	tool
poison insect	structural-verb	poison
tianjin	at location	people's republic of china
water fall	structural-verb	fall
herbivore eat plant	structural-agent	herbivore
oxfordshire	at location	england
planet rotate	result	night
norfolk	structural-noun-compound	norfolk
same object	structural-adjective	same
rotate	synonym	complete rotation
decomposer consume	patient	dead organism
heat	causes	burn
tonnes	synonym	t
light years	kind of	length
pebble	at location	water
tectonic plate move	at location	fault line
warm front	causes	wind
insulate	instrument	thermal insulator
