subj	rel	obj
protect living entity	has positive impact on	health
sun	has subcomponent	eclipse
energy resource	has property	alternative
sun	kind of	celestial body
need	derivational morphology	needing
eat	result	taste
subtract	instrument	calculator
peck shell	agent	baby bird
rock contact	result	smooth
characteristic	has property	instinctive
photosynthesize	result	oxygen
banffshire	instance of	county
animal move	source	environment
detect texture	instrument	touch
gas exchange	instrument	leaf
snow	kind of	precipitation
bar	kind of	object
organism	has subcomponent	organic matter
fungus	kind of	living thing
last quarter	kind of	moon phase
hot plate	kind of	instrument
green plant	kind of	plant
erode	agent	soil
moon revolve	at location	earth
made of	result	contain
see	instrument	illuminate
battery	causes	electrical energy
tree fall	result	more light
flute	kind of	musical instrument
field	has subcomponent	soil
substance	has property	smell
girl	kind of	animal
vine	kind of	stem
freezing point	has property	intensive
century	instance of	time
paw print	kind of	fossil
transport food	instrument	esophagus
change	agent	leaf
omnivore eat plant	has negative impact on	plant
reflect	agent	moon
erode soil	has negative impact on	soil
copper	kind of	metal
absorb nutrient	source	soil
east timor	at location	southern hemisphere
metamorphosis	synonym	complete metamorphosis
refract	agent	light
move	derivational morphology	motion
stove	kind of	machine
pathway	kind of	plane
river	has subcomponent	riverbed
moon's surface	has subcomponent	mountain
ocean	has subcomponent	many water
use crop	result	plant crop
czech republic	at location	northern hemisphere
create simple circuit	instrument	wire
inclined plane	kind of	simple machine
dam river	result	lake
eye	has subcomponent	pupil
observe	instrument	lab equipment
human wear	patient	gear
force	causes	move
adapt	agent	plant
make object	agent	source
warm front	synonym	warm air
structure	synonym	part
decrease	kind of	change
quintana roo	instance of	state
keep happening	similar to	cause
lose	patient	skin
beach	kind of	habitat
cat	kind of	animal
leicestershire	instance of	county
hide	derivational morphology	hiding
polar bear	at location	cold
have	patient	oxygen
waning gibbous	kind of	moon phase
energy source	kind of	resource
cell respire	instrument	oxygen
advantage	has positive impact on	person
arizona	instance of	state
season	has subcomponent	daylight amount
natural resource	at location	nature
ride vehicle	agent	human
protect soil	instrument	crop rotation
oxygen	at location	lung
hawk eat snake	has negative impact on	snake
drip	agent	liquid matter
resource	has property	inexhaustible
northern winter	has subcomponent	august
snow fall	at location	arctic environment
eat	agent	predator
softball	kind of	ball
material	has property	strength
remove	patient	animal habitat
essex	at location	england
scratch	agent	fingernail
central african republic	at location	southern hemisphere
shape	kind of	physical property
spring	kind of	season
deer	kind of	herbivore
give birth	agent	monkey
protect	instrument	hide
destroy plant	agent	fire
take	patient	object
replace	patient	renewable resource
heat prehistoric animal remains	result	natural gas
michigan	instance of	state
animal find shelter	instrument	animal move
flatness	kind of	shape
ocean	has subcomponent	continental shelf
warm	synonym	hot
remove dead organism	at location	environment
investigate	instrument	measure
brake	at location	wheel
absorb	agent	black object
place	patient	group
close	instance of	distance
clear	agent	planet
peeblesshire	at location	scotland
duration	kind of	unit
warm	instance of	temperature
take in	synonym	eat
become	kind of	change
elevation	kind of	distance
reflect	has positive impact on	visibility
west virginia	at location	united states of america
wax	has property	nonmagnetic
telephone	derivational morphology	telephone
wood	kind of	object
fall	agent	rain
british columbia	at location	canada
contribute	synonym	add
event	has property	natural
reflect light ray	instrument	sunglasses
see	patient	visual thing
telephone	has subcomponent	sound
new york state	at location	united states of america
store food	has positive impact on	plant
debris	causes	harm
animal	has subcomponent	eye
desert environment	has subcomponent	little food
bean plant	kind of	plant
navigate	instrument	star
metamorphic	kind of	rock
animal	has subcomponent	nutrient
born	derivational morphology	birth
decomposition	derivational morphology	decompose
onion	has subcomponent	odor
warwickshire	instance of	county
change	patient	shape
animal instinct	kind of	instinctive behaviour
season change	has subcomponent	leaf change colour
cellular	derivational morphology	cell
nanometers	derivational morphology	nanometers
water	at location	environment
transport	patient	material
odor	has subcomponent	little gas
bang	synonym	hit
yeast cell	kind of	single-celled organism
prevent	patient	illness
height	has property	low
chloroplast	has subcomponent	chlorophyll
pollution	at location	air
hover	synonym	stay still
human	has negative impact on	animal
environment	has subcomponent	condition
many egg	has positive impact on	hatch
earth tilt	causes	winter
exhale	patient	air
jacobsite	has property	magnetic
aquatic animal	at location	water
water move sediment	result	sandbar
react	agent	baking soda
orbit	patient	earth
sound energy	has property	volume
shower	instrument	shower
carmarthenshire	instance of	county
crops	derivational morphology	crop
natural resources	derivational morphology	natural resource
bark	at location	tree trunk
inhibitor	derivational morphology	inhibit
new york	has property	near north pole
object	has property	transparent
surface area	causes	evaporation
feel	instrument	whisker
earth rotate	at location	axis
stainless steel	has property	nonmagnetic
resource	patient	decrease
loosen soil	instrument	tunnel
national park limit	patient	logging
aquatic animal thrive	instrument	water
the gambia	at location	southern hemisphere
tearing	derivational morphology	tear
landslide	kind of	natural event
grow	kind of	activity
touch	patient	near
book	kind of	object
material	has property	mass
improve	patient	design
tuvalu	at location	southern hemisphere
remove	patient	dead organism
cause formation	synonym	form
amphibian	has property	cold-blooded
air	has property	moving
omnivore eat animal	has positive impact on	omnivore
feather	has property	small
observing	derivational morphology	observe
survive	agent	living thing
day	has subcomponent	lunar cycle
deer	at location	forest
silver	kind of	metal
alligator eat mouse	has negative impact on	mouse
feel pressure	at location	skin
decrease	synonym	drop
tv	synonym	television
make	synonym	produce
wind	causes	erode
soil	has property	quality
electricity	at location	nervous system
warmth	instrument	fur
heilongjiang	at location	people's republic of china
object	has subcomponent	appearance
light	at location	pupil
air	has property	oxygenated
avoid predator	agent	prey
eat animal	agent	carnivore
predator	at location	prey
examine vehicle	beneficiary	safety
break down	result	change shape
odor	synonym	scent
save	patient	money
insulator	synonym	good insulator
estuary	kind of	water
massachusetts	instance of	state
controlling	derivational morphology	control
warmth	has positive impact on	give birth
warn	instrument	communicate
finish	instrument	help
ice crystals	derivational morphology	ice crystal
deposit	derivational morphology	deposit
nonliving	antonym	living
emit	synonym	release
live	agent	plant
guangxi	instance of	autonomous region
attract	antonym	repel
prevent	patient	occurrence
arctic	has subcomponent	snow
raising	derivational morphology	raise
magnetism	has property	natural
greece	at location	northern hemisphere
length	has property	greatest
nutrient	kind of	matter
catch fire	synonym	combust
produce	patient	energy
glacier melt	result	rock deposit
move	derivational morphology	movement
bedfordshire	at location	england
clipperton island (france)	at location	northern hemisphere
aguascalientes	at location	mexico
compare	instrument	measure
farm	agent	human
vegetation become peat	instrument	extreme pressure
shape	has property	sharpness
flower become	result	fruit
magnetic	antonym	nonmagnetic
birth	agent	mouse
survive	agent	single-cell organism
body part	kind of	object
coyoteite	has property	magnetic
narrow	instance of	width
put together	derivational morphology	putting together
study	patient	moving habit
prepare	patient	storm
require	synonym	need
conduct	instrument	nervous system
store	patient	fat
flood	has negative impact on	low elevation
temperature	has property	low
reflect light	result	see
sand	has subcomponent	small mineral
harm environment	result	harm living thing
type	kind of	property
light years	kind of	distance
northern winter	has subcomponent	december
living entity	has property	health
fertilizer	causes	pollution
brass	has subcomponent	zinc
camouflage	agent	organism
more offspring	has positive impact on	survival
alligator	kind of	aquatic animal
require	patient	resource
sugar	kind of	simple carbohydrate
low	antonym	high
dissolved	derivational morphology	dissolve
hard	antonym	soft
melt	result	liquid
birds	derivational morphology	bird
access resource	has positive impact on	health
light	kind of	nonliving thing
lava cool	at location	ocean floor
contract	result	change volume
lower	kind of	motion
float	at location	water
waste	has property	human
pull	kind of	attract
protect	patient	hand
magnifying	derivational morphology	magnify
high quality soil	has subcomponent	many nutrient
young	synonym	offspring
exercise	has positive impact on	strength
variable volume	kind of	property
factor	has property	environmental
building move	has negative impact on	building collapse
